Ec;Rel;Erat_1;E50_1;c_1;phi_1;k0_1;Erat_2;E50_2;c_2;phi_2;k0_2;U_251_1;U_260_1;U_281_1;U_289_1;U_295_1;U_403_1;U_251_2;U_260_2;U_281_2;U_289_2;U_295_2;U_403_2;U_320_19.2;U_318_19.2;U_316_19.2;U_315_19.2;U_314_19.2;U_313_19.2;U_312_19.2;U_311_19.2;U_310_19.2;U_308_19.2;U_306_19.2
13;64.64;2.69;67.3;27.3;28.1;0.894;2.77;139;5.44;42.1;0.498;0;0.0025;-0.00368804;-0.009553481;-0.004823813;-0.006637369;-0.003149524;-0.008990141;-0.006213902;-0.000474477;0.000105088;-7.30698E-05;9.04816E-05;-0.003085535;-0.010673565;-0.016414585;-0.024308212;-0.02844672;-0.024978507;-0.018099243;-0.011596196;-0.003180243;-3.54951E-05
11.5;44.97;2.71;61.9;23.3;30.9;0.843;2.42;133;5.37;42.5;0.591;0;0.0025;-0.002359395;-0.008555066;-0.003629084;-0.006276609;-0.003198867;-0.009476176;-0.006942223;-0.000832431;-0.000152867;-0.000386217;-0.000365204;-0.003548214;-0.010624386;-0.016228536;-0.023740362;-0.027737627;-0.024510188;-0.018037938;-0.011687203;-0.003784463;-0.000517243
11.2;48.16;2.46;66.7;26.2;29.8;0.845;2.91;133;3.6;41.2;0.517;0;0.0025;-0.003388096;-0.009247462;-0.004301898;-0.006295872;-0.003282036;-0.009345763;-0.006678646;-0.000736972;-5.76897E-05;-0.00011469;-0.000072892;-0.003341043;-0.010965317;-0.016834723;-0.024789318;-0.028945178;-0.025465742;-0.018548142;-0.011960884;-0.003526404;-0.000210481
15.8;51.23;2.48;61.1;35.7;30.8;0.813;2.63;134;5.2;41.7;0.587;0;0.002;-0.002721555;-0.008749776;-0.003964749;-0.006300348;-0.002522536;-0.00825233;-0.00566914;-3.93395E-05;0.000442896;9.40126E-05;-6.90546E-05;-0.002910181;-0.009559006;-0.014917353;-0.022152543;-0.026075395;-0.022957092;-0.016684981;-0.010651006;-0.003172299;-0.000230322
13.1;65.73;2.17;65.6;31.4;30.3;0.911;2.03;128;3.63;41.1;0.505;0;0.0025;-0.003800983;-0.010117647;-0.005757261;-0.008313379;-0.004510738;-0.010424258;-0.007277583;-0.001289881;-0.000691437;-0.00138795;-4.61967E-05;-0.003490602;-0.011386903;-0.017275712;-0.025334774;-0.029528439;-0.025960196;-0.018930532;-0.012252586;-0.003523189;-0.000149951
13.7;65.29;2.5;67.5;25.6;29.5;1.02;2.2;132;4.74;41.9;0.615;0;0.0025;-0.001597002;-0.008247224;-0.003555498;-0.006525752;-0.002782078;-0.00922871;-0.006709674;-0.000530656;5.35823E-05;-0.000461652;-0.000455771;-0.00353394;-0.010139217;-0.015208934;-0.022154462;-0.025943687;-0.0230291;-0.017072724;-0.01105933;-0.003570279;-0.000590877
11.9;41.09;2.4;66.9;26.3;29.5;1.04;2.38;115;5.55;42.1;0.499;0;0.0025;-0.003312978;-0.009784855;-0.005372781;-0.007878889;-0.00438163;-0.010713607;-0.007786526;-0.001568727;-0.000908317;-0.001425148;-0.00023099;-0.003847786;-0.011821845;-0.01755268;-0.02556829;-0.029690064;-0.026216833;-0.019288903;-0.012588183;-0.003741703;-0.000322347
13.1;48.96;2.62;66.1;25;30.5;1.03;2.79;135;4.89;43.4;0.536;0;0.0025;-0.002714147;-0.008921395;-0.004190332;-0.006274635;-0.00281481;-0.009014329;-0.006502472;-0.00054748;4.03299E-05;-0.00012054;-0.000160699;-0.00337016;-0.010598459;-0.015945205;-0.023435168;-0.02738553;-0.024189107;-0.017729152;-0.011440652;-0.003327048;-0.000274607
12.9;56.11;2.11;70.6;25.2;30.6;0.825;2.44;141;6.32;41.3;0.498;0;0.0025;-0.00391705;-0.009787715;-0.005119029;-0.007108919;-0.003563298;-0.009296892;-0.006365787;-0.000622402;-3.46007E-05;-0.000346978;0.00011209;-0.003082613;-0.010773888;-0.016687002;-0.024696741;-0.028898858;-0.02533613;-0.018331869;-0.01173879;-0.003245401;-1.51446E-05
11.9;55.7;2.56;59.3;30.4;29.7;0.735;2.21;149;7.3;43;0.56;0;0.0025;-0.003147334;-0.009076863;-0.004211107;-0.006577018;-0.003337606;-0.009238481;-0.006488391;-0.000597714;4.66039E-05;-0.000214881;-9.83387E-05;-0.003186702;-0.010455063;-0.016315281;-0.02409463;-0.02821379;-0.02477963;-0.017989725;-0.011545086;-0.003501785;-0.000245919
13.6;59.75;2.55;61.8;30.4;29.3;0.739;2.56;136;4.39;43.2;0.522;0;0.0025;-0.00385621;-0.009604865;-0.004868441;-0.00689666;-0.003422919;-0.009021765;-0.006175514;-0.000567859;-0.000014893;-0.000300722;8.71162E-05;-0.002988962;-0.01045637;-0.016380513;-0.024271455;-0.028458752;-0.024942243;-0.018027402;-0.011524758;-0.003274087;-6.14878E-05
13.1;52.04;2.18;69.8;35.4;30;0.71;2.16;130;4.17;41.8;0.576;0;0.0025;-0.003025962;-0.009129552;-0.004361009;-0.007153358;-0.003696189;-0.009519473;-0.00666227;-0.000788045;-0.000194011;-0.000731154;-0.000183578;-0.003247958;-0.010355067;-0.016156122;-0.023805168;-0.027894361;-0.024531977;-0.01786998;-0.011499994;-0.00361534;-0.00034495
13.3;61.61;2.5;62.2;35.4;29.1;0.61;2.15;102;3.59;41.3;0.592;0;0.0025;-0.003201364;-0.009431962;-0.004745365;-0.008176687;-0.0047502;-0.01050609;-0.007428318;-0.001505581;-0.000908937;-0.00180663;-0.00035079;-0.003523313;-0.010777296;-0.016819794;-0.024579534;-0.028751219;-0.025307065;-0.018528868;-0.012027741;-0.004033878;-0.000528172
13.6;43.22;2.18;59.6;38.4;30.7;0.776;2.25;137;5.95;41;0.545;0;0.0025;-0.003483889;-0.009498275;-0.004829015;-0.007186286;-0.003545065;-0.009261832;-0.006348127;-0.000577034;-1.16654E-05;-0.00046282;1.01206E-05;-0.003080494;-0.010419324;-0.016212687;-0.023992265;-0.028121753;-0.02467658;-0.017875928;-0.011451488;-0.003313039;-0.000126256
13.2;51.75;2.7;70.4;36.2;30.9;1.08;2.91;109;6.14;41.8;0.57;0;0.0025;-0.002188777;-0.008691964;-0.003985499;-0.006574194;-0.00309303;-0.009529166;-0.007045881;-0.000914244;-0.000315597;-0.000648096;-0.000391142;-0.003688153;-0.010775384;-0.016001686;-0.023264525;-0.027145423;-0.024092743;-0.017861921;-0.011627782;-0.00363233;-0.000512381
13.1;51.84;2.46;70;24.5;31.3;0.74;2.13;134;4.06;41.2;0.456;0;0.0025;-0.0048713;-0.010719516;-0.00631885;-0.008440688;-0.004681561;-0.010234455;-0.006929218;-0.001236341;-0.000655727;-0.001247314;0.00021056;-0.003190485;-0.01147124;-0.017823545;-0.026250402;-0.03065015;-0.026810577;-0.019387946;-0.012456683;-0.003407897;8.68065E-05
12.6;58.36;2.43;68.5;22.9;31.5;0.708;2.21;119;5.62;41.4;0.535;0;0.0025;-0.003825567;-0.009862931;-0.005252887;-0.007909551;-0.004471786;-0.010186201;-0.007130388;-0.001266855;-0.000650769;-0.001251626;-8.79398E-05;-0.003377212;-0.011076595;-0.01719894;-0.025256047;-0.029501721;-0.025898613;-0.01883905;-0.012161967;-0.003693272;-0.000231124
13.4;51.66;2.03;60.2;35;31.4;0.66;2.09;121;3.69;42.6;0.539;0;0.0025;-0.003844853;-0.00987088;-0.005301898;-0.008060672;-0.004495205;-0.010084215;-0.006988917;-0.001209359;-0.000630621;-0.001321612;-7.34586E-05;-0.00327608;-0.010852432;-0.016979298;-0.02496686;-0.029210092;-0.025616767;-0.018599525;-0.011980533;-0.003653546;-0.000222717
13.4;42;2.74;62.5;30.6;31.7;1.02;2.31;108;4.5;41.5;0.542;0;0.0025;-0.002889151;-0.009507534;-0.005116984;-0.008004253;-0.004241314;-0.010466032;-0.007599609;-0.001438153;-0.000842086;-0.001546903;-0.000315994;-0.003774053;-0.011301902;-0.016838565;-0.02449447;-0.02851739;-0.02522122;-0.01860766;-0.012134888;-0.003725539;-0.000419809
12.3;61.07;2.87;65.3;35.6;31;0.891;2.26;144;5.5;41.6;0.569;0;0.0025;-0.002610592;-0.008835391;-0.004039036;-0.006516797;-0.00311099;-0.009258747;-0.006595725;-0.000559584;7.38173E-05;-0.000232535;-0.000201424;-0.003342299;-0.01045935;-0.015983144;-0.023523483;-0.027517594;-0.024261205;-0.017744826;-0.01143268;-0.003472515;-0.000331076
11.3;32.89;2.75;70.2;24.8;29.8;0.844;2.93;126;4.94;43.5;0.557;0;0.0025;-0.002782117;-0.008746454;-0.003751187;-0.006024251;-0.003152563;-0.009367727;-0.006903879;-0.000907407;-0.000227378;-0.000267653;-0.000285735;-0.003532248;-0.010838208;-0.016556589;-0.024259062;-0.028315904;-0.024999885;-0.018355763;-0.011890288;-0.003757634;-0.00043582
12.5;38.5;2.39;69.2;27.1;29.4;1.04;2.4;145;4.56;41.3;0.628;0;0.0025;-0.001289871;-0.007849924;-0.002948553;-0.005685017;-0.002264127;-0.008875637;-0.006561113;-0.000316966;0.000318628;0.000082785;-0.000486076;-0.003559641;-0.010096336;-0.015115939;-0.022002766;-0.025758404;-0.02289781;-0.017015947;-0.011023266;-0.003595663;-0.000625959
13.3;43.92;2.31;68.1;26.3;30.6;0.807;2.21;124;5.69;41.2;0.494;0;0.0025;-0.004232237;-0.010298603;-0.005880351;-0.008246778;-0.004515922;-0.010206917;-0.007041529;-0.001229591;-0.000648932;-0.001273493;5.62645E-05;-0.003324036;-0.011298229;-0.017387629;-0.025564099;-0.02984133;-0.026174651;-0.019009093;-0.012254361;-0.003479932;-6.39275E-05
13.6;62.25;2.82;66.8;21.9;29.7;0.684;2.38;129;4.21;42;0.525;0;0.002;-0.004070387;-0.009866746;-0.005199652;-0.007458339;-0.003918622;-0.009428773;-0.006430711;-0.000802926;-0.000244619;-0.000695245;8.25425E-05;-0.00303967;-0.010630023;-0.01671901;-0.024722423;-0.02897176;-0.025370732;-0.018337887;-0.011739105;-0.003389899;-6.86248E-05
10.2;45.45;2.58;66.6;17.7;29.7;0.909;2.26;126;4.5;42.7;0.65;0;0.003;-0.001071412;-0.00765012;-0.002622495;-0.005965341;-0.00324081;-0.010142537;-0.007772734;-0.001247347;-0.000460949;-0.000748455;-0.000847359;-0.004117318;-0.010892056;-0.016284566;-0.023408893;-0.027272373;-0.024295429;-0.018231288;-0.011989517;-0.00435478;-0.001008457
11.3;69.48;2.83;69.4;29.6;30.4;0.656;2.13;126;2.99;40;0.547;0;0.0025;-0.0035279;-0.009540444;-0.004727419;-0.007501379;-0.00436294;-0.01025139;-0.007239754;-0.001237499;-0.000549088;-0.001057202;-0.000174223;-0.00344682;-0.011070279;-0.017249253;-0.025298376;-0.029547255;-0.02595457;-0.018907057;-0.012225018;-0.003850862;-0.000327246
12;36.77;2.91;70.8;23.5;28.6;0.827;2.71;132;4.48;41.3;0.639;0;0.0025;-0.001630556;-0.007849811;-0.002716278;-0.005481193;-0.002442017;-0.008845234;-0.006565324;-0.00047624;0.000178015;3.33882E-05;-0.000505553;-0.003519873;-0.010084654;-0.015437709;-0.02251008;-0.026370212;-0.023393007;-0.01733522;-0.011239009;-0.003851211;-0.000691818
13.4;43.42;2.59;61.1;40.7;30.4;0.623;2.01;137;4.14;42.2;0.603;0;0.0025;-0.002946199;-0.008999631;-0.004185685;-0.00707366;-0.00356357;-0.009281112;-0.006402511;-0.00058567;-6.4961E-06;-0.000589253;-0.000165051;-0.003086413;-0.010006424;-0.015837623;-0.023406696;-0.027496988;-0.024145428;-0.017533274;-0.011242054;-0.003580153;-0.000345427
14.5;31.56;2.86;59.7;34.4;30.4;0.693;2.99;140;5.3;43.2;0.642;0;0.0025;-0.002139814;-0.007980157;-0.002840173;-0.005182282;-0.001931495;-0.00780965;-0.00554984;7.92124E-05;0.000600644;0.000514352;-0.000256102;-0.002979534;-0.009281107;-0.014652269;-0.021684833;-0.025544377;-0.02255632;-0.016505368;-0.010567364;-0.00348064;-0.000470632
12.2;42.5;2.65;59;33.3;28.9;0.95;2.35;119;4.94;40.2;0.525;0;0.0025;-0.003291031;-0.00964372;-0.005098071;-0.007656316;-0.004159215;-0.01029409;-0.007367821;-0.001257204;-0.000613045;-0.001131164;-0.000180441;-0.003628753;-0.011360365;-0.017106432;-0.02503706;-0.02915678;-0.02570714;-0.01883969;-0.012236328;-0.003651579;-0.000291271
12.9;38.7;2.43;54.7;33.2;29.9;0.681;2.12;145;3.91;41.6;0.591;0;0.0025;-0.00291329;-0.008915668;-0.004031773;-0.006669232;-0.003245499;-0.009054877;-0.0062694;-0.000432344;0.000165977;-0.000250221;-0.000124881;-0.003073538;-0.010033333;-0.015795251;-0.023373043;-0.027440367;-0.024108445;-0.017505663;-0.011215815;-0.003487797;-0.000294959
12.2;51.31;2.71;59.6;29.1;31.4;0.672;2.73;126;5.21;42.9;0.597;0;0.0025;-0.002687875;-0.008570485;-0.0034938;-0.006020666;-0.003036566;-0.00899797;-0.006521259;-0.000676327;-0.000046319;-0.000208818;-0.000283854;-0.003299988;-0.01023788;-0.016014183;-0.023550818;-0.027596425;-0.024326945;-0.01780237;-0.011484516;-0.003776243;-0.000475237
13.4;44.7;2;56.2;28.7;31.9;0.824;2.27;123;4.82;41.7;0.587;0;0.0025;-0.002588413;-0.008890585;-0.00416387;-0.007040901;-0.003507436;-0.00954267;-0.006791252;-0.00081626;-0.000228955;-0.000775902;-0.000294764;-0.003398323;-0.010380102;-0.015940838;-0.023392932;-0.027392019;-0.02417106;-0.017728403;-0.011455746;-0.003648242;-0.000447994
12.8;62.99;2.12;56.8;33.6;28.8;0.944;2.8;140;4.54;41.9;0.642;0;0.0025;-0.001402354;-0.007709299;-0.002636652;-0.005219245;-0.0019841;-0.008466986;-0.006272918;-0.00020405;0.000408198;0.000311291;-0.000473752;-0.003449692;-0.009868458;-0.01496823;-0.021831391;-0.02560106;-0.022748185;-0.016880978;-0.010922477;-0.003641845;-0.000644475
11.9;57.72;2.75;60;35;29.7;0.753;2;127;5.81;42.4;0.609;0;0.0025;-0.002343187;-0.008693504;-0.003897554;-0.007102112;-0.003836546;-0.009993443;-0.00721414;-0.001066308;-0.000400775;-0.000997118;-0.000434926;-0.003573748;-0.010567198;-0.016265588;-0.023780555;-0.027805382;-0.02454552;-0.01805823;-0.011709737;-0.003924059;-0.000600617
13.1;41.94;2.45;57.3;23.2;30.3;1.05;2.08;116;5.18;41.4;0.471;0;0.0025;-0.003915676;-0.01052743;-0.006423792;-0.009031122;-0.005033045;-0.011167768;-0.007977253;-0.001802615;-0.001197356;-0.002025412;-0.000101337;-0.003837283;-0.012127948;-0.017991977;-0.026185984;-0.030382095;-0.026781186;-0.019654082;-0.012831106;-0.003670569;-0.000175832
12.6;31.7;2.8;59;33.3;30.9;0.679;2.97;136;5.43;41.9;0.588;0;0.0025;-0.002832805;-0.008577315;-0.00342859;-0.005642867;-0.002593275;-0.008458659;-0.00600271;-0.000278226;0.000322988;0.000272263;-0.000136798;-0.003064128;-0.009954149;-0.015677882;-0.023186505;-0.02722128;-0.023956487;-0.017435137;-0.011179431;-0.003515838;-0.000324987
14;60.44;2.2;69.7;29.5;28.4;0.967;2.22;130;5.55;41.6;0.467;0;0.0025;-0.004109575;-0.010337942;-0.006065376;-0.008230112;-0.00421691;-0.010056799;-0.006955341;-0.0010978;-0.00054602;-0.001148517;9.37261E-05;-0.003345743;-0.011357315;-0.017193045;-0.02528767;-0.029489683;-0.025905253;-0.018841377;-0.012156934;-0.003288752;-1.2168E-06
12.5;37.04;2.67;67.4;27;31.4;1.02;2.7;128;3.05;42.3;0.555;0;0.0025;-0.002576959;-0.008885901;-0.00414176;-0.006462913;-0.003096867;-0.00939622;-0.00685462;-0.000780895;-0.000157625;-0.000381827;-0.000257688;-0.003541662;-0.010807483;-0.016209625;-0.023716886;-0.027676005;-0.024474211;-0.018007271;-0.011663871;-0.003518416;-0.000372625
12.6;68.82;2.72;64.3;33.6;30;0.978;2.65;144;4.32;43.6;0.596;0;0.0025;-0.001885715;-0.008171296;-0.003255359;-0.005619588;-0.002338827;-0.008727003;-0.006436108;-0.00037675;0.000241556;0.000149871;-0.000354629;-0.003439992;-0.010202714;-0.015415786;-0.022549393;-0.026392322;-0.023387102;-0.017262839;-0.011155016;-0.003518805;-0.000494535
15;32.32;2.69;66.3;38.4;30;0.775;2.17;124;5.11;41.6;0.603;0;0.0025;-0.002664803;-0.008943897;-0.004287123;-0.007243536;-0.00340844;-0.009245469;-0.006420815;-0.000591361;-0.000068067;-0.00074987;-0.000222593;-0.003188373;-0.009971627;-0.015486772;-0.022832023;-0.026805956;-0.023616286;-0.017247269;-0.011084688;-0.003493548;-0.000381147
12.4;62.63;2.28;63.3;27.1;29.2;0.724;2.29;115;5.42;42.4;0.586;0;0.0025;-0.002784489;-0.008983017;-0.004188682;-0.007192273;-0.003955636;-0.009944804;-0.007182172;-0.001181597;-0.00054802;-0.0010848;-0.000360374;-0.003533856;-0.010683674;-0.016501578;-0.024154272;-0.028234927;-0.024899464;-0.018273646;-0.011849815;-0.003912027;-0.000527486
12.7;49.89;2.4;64.9;30.4;31.3;0.946;2.27;124;3.61;41.2;0.645;0;0.0025;-0.001219004;-0.007872517;-0.003000411;-0.006289583;-0.002878315;-0.009465044;-0.007018649;-0.000741014;-0.000106665;-0.000621999;-0.00065343;-0.003734889;-0.01021668;-0.015354472;-0.022233143;-0.026015151;-0.023148002;-0.017275264;-0.011266117;-0.003910518;-0.000817806
13.5;40.93;2.83;62.2;31.3;31.8;1.02;2.1;129;5.32;42.3;0.632;0;0.0025;-0.001421807;-0.00817101;-0.003502764;-0.006699912;-0.002961534;-0.009486473;-0.006939149;-0.000683163;-8.55958E-05;-0.000697946;-0.000544497;-0.003646833;-0.010218439;-0.015281507;-0.02218623;-0.025959132;-0.023068918;-0.017155943;-0.011143556;-0.003690476;-0.000681934
12.8;57.26;2.81;65.4;25.9;29.1;0.78;2.79;118;4.98;41.7;0.509;0;0.0025;-0.003896508;-0.009744156;-0.005027288;-0.00715041;-0.00378609;-0.009518911;-0.006656617;-0.000917734;-0.000323876;-0.000631869;1.35845E-05;-0.003227773;-0.010918825;-0.016909383;-0.024926744;-0.029145125;-0.02559361;-0.018587131;-0.011962375;-0.003476435;-0.000133867
12.2;62.53;2.5;59.8;31;30.7;0.732;2.2;128;3.83;42.8;0.531;0;0.0025;-0.003700797;-0.009689453;-0.005020389;-0.007541083;-0.004213523;-0.010004196;-0.007045361;-0.00116525;-0.000532941;-0.001010613;-9.54063E-05;-0.003370358;-0.011035729;-0.017109219;-0.025139857;-0.029363327;-0.025782997;-0.018754466;-0.012100568;-0.003661439;-0.000236085
13.9;35.38;2.59;63.8;32.9;30;0.772;2.07;132;6.06;43.3;0.561;0;0.0025;-0.003236856;-0.009391675;-0.004796281;-0.007496904;-0.003781515;-0.009599796;-0.006620543;-0.000789873;-0.000230549;-0.000843384;-0.000107944;-0.003203321;-0.010413532;-0.01616467;-0.02384248;-0.02793225;-0.024548024;-0.017844105;-0.011473794;-0.003462001;-0.000251016
13.7;36.51;2.48;61.6;31.4;28.9;0.714;2.94;129;6.86;43.5;0.471;0;0.0025;-0.004681644;-0.010157759;-0.005484923;-0.007125156;-0.00361308;-0.009077318;-0.006070191;-0.000648022;-0.000113244;-0.000339641;0.000267383;-0.002864032;-0.010749013;-0.016930379;-0.025124433;-0.029452646;-0.025748212;-0.018536838;-0.011821445;-0.003167592;0.000112758
12.1;45.77;2.97;62.8;31.5;30;0.729;2.48;125;5.03;42.1;0.596;0;0.0025;-0.002549884;-0.008635521;-0.003670154;-0.006417338;-0.0033096;-0.009374455;-0.006795593;-0.000820856;-0.000176989;-0.000485976;-0.000338045;-0.00342592;-0.010407806;-0.016119663;-0.023648322;-0.027678998;-0.024423819;-0.017922586;-0.011591285;-0.003816315;-0.00051442
12.4;58.96;2.21;62.7;28.6;31.2;0.63;2.58;127;7.04;42.3;0.527;0;0.0025;-0.003941688;-0.00961615;-0.004758724;-0.006970514;-0.00376556;-0.009358717;-0.006490406;-0.00081722;-0.000207503;-0.000494104;0.000024567;-0.003092715;-0.010662285;-0.016837291;-0.024868153;-0.029128173;-0.025524082;-0.018471248;-0.011841565;-0.003530727;-0.000141533
12.5;46.6;2.03;61.1;28.9;29.5;1.08;2.35;109;4.44;43.5;0.549;0;0.0025;-0.002471813;-0.009170024;-0.004722144;-0.00763805;-0.00412207;-0.010585977;-0.007878789;-0.001580077;-0.000940198;-0.001531002;-0.000460844;-0.003985145;-0.011476651;-0.016925476;-0.024480155;-0.028447332;-0.025229545;-0.018732287;-0.012269242;-0.003879401;-0.000562332
12.4;44.52;2.36;61.2;30;29.7;0.972;2.92;131;3.95;42.6;0.553;0;0.0025;-0.002682982;-0.008810606;-0.003951964;-0.006102569;-0.002855794;-0.009078126;-0.006596378;-0.00062059;6.307E-07;-0.000103421;-0.000206758;-0.003421527;-0.010642623;-0.016093781;-0.023627393;-0.02760479;-0.024386493;-0.017892322;-0.01155814;-0.003469208;-0.000333163
14.4;69.64;2.09;63.6;37;29.2;0.693;2.2;133;5.4;42.4;0.525;0;0.002;-0.003955839;-0.00982857;-0.005225356;-0.007612952;-0.0038846;-0.009372726;-0.006308701;-0.000698582;-0.000169261;-0.00073127;8.78715E-05;-0.002973549;-0.010418903;-0.016409077;-0.024302663;-0.028510462;-0.024960358;-0.018023042;-0.011516982;-0.003307333;-6.04504E-05
11.8;65.67;2.03;68;30.7;29.1;1.05;2.44;141;5.13;42.4;0.515;0;0.0025;-0.003025146;-0.009316705;-0.004687987;-0.006803935;-0.003374514;-0.00974827;-0.006981879;-0.000851472;-0.000195353;-0.00043411;-0.000135511;-0.003533848;-0.011193453;-0.016733581;-0.024552507;-0.028598;-0.025224466;-0.018469743;-0.011954315;-0.003418588;-0.000225529
12.6;61.13;2.16;65.9;21.8;32;0.618;2.86;129;5.05;42;0.598;0;0.0025;-0.002842199;-0.008599301;-0.003457768;-0.005861059;-0.002841334;-0.008660499;-0.006177433;-0.0004487;0.000155416;2.79362E-05;-0.000191431;-0.003115919;-0.009994009;-0.015808994;-0.023334421;-0.027393674;-0.024109475;-0.017566536;-0.011285358;-0.003657912;-0.000393179
13.4;46.83;2.13;71.9;29.9;31;0.736;2.85;136;6.41;42.5;0.555;0;0.0025;-0.003196677;-0.008972616;-0.00402256;-0.006099323;-0.00279741;-0.008550153;-0.005950502;-0.000293421;0.000269239;0.000130307;-2.39847E-05;-0.00298692;-0.010054533;-0.015766501;-0.023372175;-0.027440865;-0.024106968;-0.01746992;-0.011175417;-0.003317744;-0.000187846
13.4;57.05;2.93;64.2;31.9;29.6;0.726;2.19;131;4.65;43.6;0.487;0;0.0025;-0.004407629;-0.010270158;-0.00579111;-0.008034689;-0.004400622;-0.009943456;-0.00681346;-0.001138225;-0.000570564;-0.001120925;0.000104118;-0.003187153;-0.01112498;-0.01732136;-0.025524773;-0.029835107;-0.026121492;-0.01890675;-0.01214283;-0.003434741;-2.58103E-05
13.8;34.07;2.26;63.5;29.3;29.5;0.934;2.74;136;5.96;40.6;0.556;0;0.0025;-0.002765309;-0.008878914;-0.004057657;-0.006242516;-0.002666429;-0.00869048;-0.006061446;-0.000225844;0.000331012;9.64605E-05;-7.99469E-05;-0.003121688;-0.010116062;-0.015487005;-0.022907177;-0.026865255;-0.02367963;-0.017264068;-0.011070229;-0.003214285;-0.00021293
14.1;36.96;2.43;69.9;27.1;30.1;0.791;2.09;145;4.8;42.5;0.579;0;0.0025;-0.00284987;-0.009001343;-0.004302414;-0.006886904;-0.00316131;-0.009005598;-0.006191764;-0.000371323;0.0001781;-0.000314969;-0.000100833;-0.003065424;-0.009987356;-0.015540813;-0.023015823;-0.027025567;-0.0237622;-0.017265888;-0.011055187;-0.003319432;-0.000248177
12.9;66.77;2.37;68.4;36.6;29.4;0.661;2.38;114;4.75;42.7;0.537;0;0.0025;-0.003796639;-0.009733626;-0.005055852;-0.007680392;-0.004333274;-0.009977358;-0.00702636;-0.001250292;-0.000652656;-0.001188306;-0.000109549;-0.003333632;-0.010918801;-0.0170595;-0.025056133;-0.029295018;-0.025720244;-0.018706629;-0.012072824;-0.003733364;-0.000268167
13.9;51.59;2.88;74.4;31.2;29.6;0.818;2.48;135;5.16;40.9;0.524;0;0.0025;-0.003702348;-0.009635713;-0.004975184;-0.007087477;-0.003403838;-0.009138175;-0.00619813;-0.000500321;4.76838E-05;-0.000323808;8.59606E-05;-0.003021019;-0.010458927;-0.016235325;-0.024057962;-0.028196873;-0.02473835;-0.017900798;-0.01145189;-0.003199346;-0.000046169
12.6;45.09;2.25;60.1;17.2;30.1;0.934;2.79;119;3.67;43.3;0.597;0;0.0025;-0.002033364;-0.00834468;-0.003454713;-0.006104347;-0.002933648;-0.009283766;-0.00693149;-0.000860641;-0.000237423;-0.000458387;-0.000462809;-0.003643402;-0.010530618;-0.015898207;-0.02313495;-0.027030645;-0.023971368;-0.01775697;-0.011543948;-0.003797212;-0.000616466
12.2;58.23;2.96;70.7;33.2;30.4;0.741;2.26;125;4.68;42.2;0.463;0;0.0025;-0.004806647;-0.010665716;-0.006228015;-0.008391293;-0.004857749;-0.010582965;-0.007312596;-0.001517077;-0.000893564;-0.001429264;0.000118917;-0.003380459;-0.011774291;-0.018203903;-0.026702795;-0.031126434;-0.027266972;-0.019788053;-0.012773795;-0.003613502;-8.0694E-06
12.5;37.97;2.94;66.7;28.2;28.6;0.68;2.45;123;4.64;42.8;0.578;0;0.0025;-0.00303325;-0.009012258;-0.004131681;-0.006787747;-0.00360723;-0.009465823;-0.006771354;-0.000912637;-0.000294229;-0.000655867;-0.00023454;-0.003332057;-0.010488522;-0.016371902;-0.024063848;-0.028171334;-0.024795163;-0.018099882;-0.011677216;-0.003754241;-0.000406462
12.8;45.74;2.94;70.2;29.3;31.1;0.819;2.88;134;4.12;43.1;0.547;0;0.0025;-0.003103719;-0.008969434;-0.004050373;-0.006123504;-0.002898118;-0.008819189;-0.006263855;-0.00049341;9.94087E-05;-8.6718E-06;-9.03884E-05;-0.003175404;-0.010370752;-0.016032878;-0.0236823;-0.027735826;-0.024413163;-0.017771749;-0.011419732;-0.003403499;-0.000240543
16.3;62.38;2.37;58.2;34.8;28.3;0.664;2.16;111;4.4;41.9;0.613;0;0.002;-0.002906395;-0.009125029;-0.00450293;-0.007768896;-0.003836747;-0.009420415;-0.006478361;-0.000779968;-0.000297901;-0.001198683;-0.000235663;-0.003138211;-0.009876255;-0.015529112;-0.022897452;-0.026915064;-0.02368487;-0.017272329;-0.011108474;-0.003603263;-0.000420992
12.8;44.48;2.93;72.1;31.2;31.5;0.737;2.59;131;2.4;42.4;0.492;0;0.0025;-0.004290925;-0.009999047;-0.005315506;-0.007271657;-0.003852401;-0.009499529;-0.006515145;-0.00086573;-0.000278886;-0.000579532;0.000125623;-0.003103061;-0.010959777;-0.017095918;-0.025254475;-0.029543664;-0.025881553;-0.018722031;-0.012003747;-0.003372065;-1.75781E-05
13;59.15;2.82;68.8;31.1;29.9;1.05;2.69;122;4.64;43.1;0.527;0;0.0025;-0.002843796;-0.009186557;-0.004588317;-0.00686574;-0.003344213;-0.009592718;-0.006961192;-0.000921638;-0.000322963;-0.000629116;-0.000210737;-0.003553462;-0.010980635;-0.016408611;-0.02401188;-0.02800368;-0.024750676;-0.01819269;-0.011798021;-0.003478535;-0.000318426
13.1;49.33;2.11;60.8;32.5;29.3;0.833;2.82;143;5.21;42.3;0.586;0;0.0025;-0.00248724;-0.008451694;-0.003422797;-0.005628454;-0.002353745;-0.008413372;-0.00596968;-0.000156062;0.00042688;0.000340198;-0.000163974;-0.003115673;-0.009901932;-0.015332398;-0.02265753;-0.026594186;-0.023456959;-0.01713184;-0.010988501;-0.003370435;-0.000326446
