Ec;Rel;Erat_1;E50_1;c_1;phi_1;k0_1;Erat_2;E50_2;c_2;phi_2;k0_2;U_251_1;U_260_1;U_281_1;U_289_1;U_295_1;U_403_1;U_251_2;U_260_2;U_281_2;U_289_2;U_295_2;U_403_2;U_320_19.2;U_318_19.2;U_316_19.2;U_315_19.2;U_314_19.2;U_313_19.2;U_312_19.2;U_311_19.2;U_310_19.2;U_308_19.2;U_306_19.2
11.8;49.14;2.38;63.4;32.2;29.4;0.893;2.62;121;3.51;40.8;0.547;0;0.0025;-0.002913047;-0.009093597;-0.004278589;-0.006767387;-0.003567147;-0.009742597;-0.007054107;-0.000993532;-0.000333015;-0.000627403;-0.000247733;-0.003553506;-0.010968389;-0.01665662;-0.024405101;-0.02847513;-0.025131268;-0.018442458;-0.011957631;-0.003695669;-0.000381872
14.2;46.26;2.79;58.7;32.4;29.8;0.722;2.26;115;4.28;43.4;0.503;0;0.002;-0.004396134;-0.010368007;-0.005982829;-0.008479929;-0.004734918;-0.010251945;-0.00706579;-0.00139396;-0.000852463;-0.001556075;3.72318E-05;-0.003289301;-0.011194455;-0.01739192;-0.025552649;-0.029857837;-0.02617125;-0.018993104;-0.012241934;-0.003564906;-9.71949E-05
13;51.89;2.42;56.8;34.6;31.4;0.922;2.35;131;4.66;41.9;0.576;0;0.0025;-0.002444771;-0.008773154;-0.004023617;-0.006673015;-0.00317655;-0.009356764;-0.006710386;-0.000676672;-7.30561E-05;-0.000473841;-0.000276852;-0.003422447;-0.010434817;-0.015862266;-0.023264086;-0.027216334;-0.02404569;-0.017662052;-0.011412968;-0.003541623;-0.000413562
14.2;36.08;2.69;69.4;32.5;29.4;1.04;2.16;126;3.56;40.6;0.476;0;0.0025;-0.003811707;-0.010266746;-0.006058498;-0.00842418;-0.004288047;-0.010298984;-0.007185817;-0.001198384;-0.000645462;-0.001345339;9.4005E-06;-0.003487944;-0.011432475;-0.017117264;-0.025101893;-0.029238699;-0.025739376;-0.018790267;-0.012169213;-0.003344111;-0.000071553
11.4;63.16;2.85;65.5;24.2;30.7;0.689;3;130;5.07;42.1;0.518;0;0.0025;-0.003804299;-0.009395974;-0.00438519;-0.006323357;-0.003393813;-0.009244609;-0.006480942;-0.000732245;-7.36898E-05;-0.000116741;3.4464E-06;-0.00316801;-0.010805798;-0.016929727;-0.024979863;-0.029222706;-0.025637046;-0.018585347;-0.011930836;-0.003533453;-0.000154556
13.8;49.51;2.6;72.3;33.6;29.6;0.941;2.39;124;3.94;42;0.552;0;0.0025;-0.002938704;-0.009245713;-0.004650349;-0.00719255;-0.003481735;-0.009562468;-0.0067518;-0.000808028;-0.000241556;-0.000732845;-0.000170586;-0.003380684;-0.010618587;-0.016114296;-0.023679843;-0.02768582;-0.024424752;-0.01788037;-0.011550689;-0.003443212;-0.000294608
13.9;39.32;2.73;64.7;27.6;31.3;0.912;2.7;162;6.77;42.7;0.633;0;0.0025;-0.001711651;-0.00786182;-0.00284527;-0.005084625;-0.001619153;-0.007831872;-0.005595791;0.000273889;0.000826453;0.000772053;-0.000248605;-0.00306592;-0.009398459;-0.01446661;-0.021339696;-0.025117738;-0.02223175;-0.01632564;-0.010450029;-0.003262598;-0.000412917
14.2;63.04;2.61;59.3;36.5;29.9;0.98;2.97;119;7.15;43.9;0.616;0;0.0025;-0.001696143;-0.008046319;-0.003180508;-0.005763425;-0.002331778;-0.008689188;-0.006464855;-0.000503425;4.83907E-05;-0.000165618;-0.000471362;-0.003509926;-0.01004118;-0.015129342;-0.022019083;-0.02579688;-0.022925485;-0.017021783;-0.011037731;-0.003631049;-0.000631054
13.8;69.32;2.03;60;30.3;29.3;0.65;2.28;123;6.48;41.8;0.465;0;0.002;-0.005196952;-0.010886302;-0.006493258;-0.008610531;-0.004821726;-0.010173948;-0.0067991;-0.001274774;-0.000728049;-0.001355111;0.000262796;-0.003076961;-0.011361337;-0.017857358;-0.026332146;-0.030787306;-0.026886923;-0.019393632;-0.012433302;-0.003408902;0.000124123
12.5;34.01;2.71;62.9;37.7;30.4;0.925;2.66;134;4.31;42.3;0.453;0;0.0025;-0.004336134;-0.010243428;-0.005724694;-0.007445497;-0.00383535;-0.009796154;-0.006753865;-0.00093937;-0.000337813;-0.000632659;0.000155086;-0.003263761;-0.011437298;-0.017425703;-0.025679227;-0.029952796;-0.026284946;-0.019076299;-0.01228245;-0.003275838;4.41946E-05
12.1;36.86;2.9;61.5;21.8;29.7;0.884;2.83;128;5.61;42.6;0.625;0;0.0025;-0.001808409;-0.008029255;-0.002975068;-0.005595457;-0.002556847;-0.008954496;-0.006688698;-0.000613729;3.31374E-05;-7.55333E-05;-0.000477528;-0.00356844;-0.0102878;-0.01564528;-0.022796387;-0.026670123;-0.023655806;-0.017524118;-0.011372047;-0.003812724;-0.000648304
12.7;47.03;2.84;62;29.9;30;0.936;2.82;143;4.75;40.9;0.482;0;0.0025;-0.003828636;-0.009714841;-0.005009353;-0.006678231;-0.003128607;-0.009070409;-0.006208827;-0.000424601;0.000167857;0.000011312;0.00014756;-0.0030837;-0.010834028;-0.016576527;-0.024556082;-0.028715065;-0.025205482;-0.018253976;-0.01169213;-0.003101067;3.28573E-05
12.7;30.76;2.75;64.3;33.5;28.8;1.01;2.08;138;4.84;41.4;0.514;0;0.0025;-0.00328031;-0.009685304;-0.005243256;-0.007662329;-0.003923083;-0.010054782;-0.007100625;-0.001009476;-0.000392448;-0.000924866;-9.54336E-05;-0.003500675;-0.011203179;-0.016821532;-0.02470015;-0.028781619;-0.025351722;-0.018522855;-0.011986232;-0.003419776;-0.000188882
12.1;53.18;2.06;66;41.5;29.9;0.861;2.94;127;3.23;43.3;0.584;0;0.0025;-0.002483453;-0.008521747;-0.00352137;-0.005856535;-0.002834003;-0.009042278;-0.006663831;-0.000708806;-0.00007141;-0.000140498;-0.000313371;-0.003463993;-0.010507381;-0.016051732;-0.023513326;-0.027490236;-0.024301164;-0.01787245;-0.011566785;-0.003685486;-0.000470517
14.4;42.1;2.42;53.4;26;30.7;0.939;2.67;129;4.34;40.4;0.475;0;0.0025;-0.004028341;-0.010034885;-0.00555275;-0.007433885;-0.00352101;-0.009294549;-0.006299031;-0.000600318;-7.30972E-05;-0.000465642;0.00016809;-0.003074143;-0.010815972;-0.016545126;-0.024491338;-0.028656065;-0.025156038;-0.018224256;-0.011683811;-0.003091257;0.000051938
13.6;56.97;2.63;75.9;29.3;29.8;0.607;2.46;133;6.51;42;0.465;0;0.002;-0.005024078;-0.010504282;-0.00589925;-0.007760815;-0.004159754;-0.009426626;-0.006237529;-0.00081574;-0.000271175;-0.000678546;0.000312419;-0.002842608;-0.010875198;-0.017303828;-0.025662487;-0.03008412;-0.026237259;-0.018846452;-0.012005857;-0.003239261;0.000159416
13.3;63.45;2.82;66.8;24.3;30.6;1.09;2.92;131;4.8;42.2;0.476;0;0.0025;-0.003440097;-0.009615758;-0.005071331;-0.006832185;-0.003136959;-0.009259963;-0.006529755;-0.00062115;-4.91799E-05;-0.000260232;2.80286E-05;-0.003316598;-0.011021866;-0.016497036;-0.024332391;-0.02839359;-0.025013385;-0.01822998;-0.011753925;-0.00314674;-6.28908E-05
12.4;39.19;2.79;72.4;33.9;29.6;0.914;2.37;119;6.08;42.9;0.613;0;0.0025;-0.001935031;-0.0084124;-0.003625323;-0.00664016;-0.003352549;-0.00973679;-0.007214567;-0.001028892;-0.000387263;-0.000827769;-0.000523037;-0.003722825;-0.01061349;-0.016020555;-0.02327631;-0.027185133;-0.024103848;-0.017872205;-0.011635582;-0.003895872;-0.000675561
15;45.56;2.02;62.3;23;30.6;0.993;2.9;124;6.16;40.4;0.574;0;0.0025;-0.002539448;-0.008779524;-0.004040405;-0.006322156;-0.002548877;-0.008584696;-0.006043578;-0.000222046;0.000293382;-0.000016099;-0.000135304;-0.003163655;-0.010006705;-0.0152038;-0.022417583;-0.02630202;-0.023239274;-0.017015282;-0.010934356;-0.00320277;-0.000267415
11.2;56.69;2.23;63.3;32.9;28.3;0.915;2.17;134;4.58;41.7;0.635;0;0.0025;-0.00135804;-0.007902467;-0.002960252;-0.00612352;-0.00302527;-0.009665009;-0.007215665;-0.000848144;-0.000134631;-0.000499847;-0.00063522;-0.003793304;-0.010497065;-0.015824296;-0.022935292;-0.026792299;-0.023798855;-0.017720519;-0.011546862;-0.004000552;-0.000795444
14.6;51.02;2.59;68.7;23.1;29.5;0.611;2.29;126;4.79;42.7;0.549;0;0.002;-0.003859393;-0.00966808;-0.004978656;-0.00747492;-0.003843644;-0.009257704;-0.006254588;-0.000697392;-0.000176927;-0.000730978;4.40884E-05;-0.002938409;-0.010229123;-0.016266903;-0.024092035;-0.028298058;-0.024773719;-0.017887056;-0.011428519;-0.003400836;-0.000125857
14;67.24;2.51;63;30.8;30.8;0.963;2.32;129;4.22;42.2;0.519;0;0.0025;-0.003349006;-0.009619241;-0.005150618;-0.007497784;-0.003657137;-0.009640525;-0.006744725;-0.000848292;-0.000293331;-0.000796667;-5.86399E-05;-0.003331006;-0.010819619;-0.016399976;-0.024146182;-0.028208483;-0.02483808;-0.018108573;-0.0116827;-0.003330784;-0.000167174
13;32.99;2.03;64.6;37.9;29.2;0.636;2.31;142;3.71;42.7;0.503;0;0.002;-0.004414994;-0.01002709;-0.005317574;-0.00734742;-0.003901144;-0.009331385;-0.006299784;-0.000734188;-0.000157992;-0.000517484;0.000180896;-0.002940884;-0.010713378;-0.016960705;-0.025129199;-0.029445425;-0.025732767;-0.018535279;-0.01182571;-0.003315379;3.14917E-05
13.5;64.45;2.86;66.9;30.5;29;0.698;3;140;4.73;41.7;0.596;0;0.0025;-0.002689126;-0.008452034;-0.003307627;-0.005495918;-0.002295676;-0.008134814;-0.00569767;-0.000038819;0.000519654;0.00044943;-0.000108701;-0.002944289;-0.009636352;-0.01520893;-0.022559054;-0.02653521;-0.023359992;-0.016988143;-0.01086058;-0.003382077;-0.000300295
14;31.97;2.57;58.9;37;29.8;1.03;2.71;111;2.76;43.2;0.569;0;0.0025;-0.002374185;-0.008844679;-0.004227622;-0.006873455;-0.003256365;-0.009546332;-0.007007892;-0.000970271;-0.000406786;-0.00083538;-0.000364719;-0.003622502;-0.010687502;-0.015971463;-0.023255706;-0.027157443;-0.024074066;-0.017804988;-0.011575339;-0.0036147;-0.000488668
13.9;56.2;2.9;65.4;39.8;31.2;0.668;2.14;136;5.07;42.6;0.629;0;0.0025;-0.002354832;-0.008502023;-0.003625124;-0.006566964;-0.003034696;-0.008911759;-0.006225892;-0.00038291;0.000177672;-0.000343241;-0.000279728;-0.00311817;-0.009685586;-0.015244103;-0.022511877;-0.026478417;-0.023327583;-0.017039107;-0.010934418;-0.003593647;-0.000469861
13.5;60.86;2.62;71.8;28.8;29.7;0.679;2.14;116;4.2;42.8;0.504;0;0.002;-0.004480667;-0.010448563;-0.006039323;-0.008636592;-0.004983648;-0.010479832;-0.007240901;-0.001517647;-0.000945942;-0.001687887;2.52089E-05;-0.003340022;-0.011347462;-0.017668882;-0.025928857;-0.030276764;-0.026524045;-0.019250512;-0.012417534;-0.003659247;-0.000111453
13.1;66.44;2.81;69.1;29.3;30.1;0.72;2.57;118;5.4;41.6;0.614;0;0.0025;-0.002494129;-0.008605474;-0.00365798;-0.006483468;-0.003220056;-0.009219261;-0.006615359;-0.000720449;-0.000125001;-0.000517419;-0.000334454;-0.003345826;-0.010167244;-0.015799971;-0.023201274;-0.02719841;-0.024006747;-0.01761482;-0.011377896;-0.003763361;-0.000520008
12.3;61.99;2.28;69.8;25.5;30.9;0.762;2.94;114;6.05;41.7;0.46;0;0.0025;-0.004687615;-0.010386094;-0.005786094;-0.00762828;-0.004219657;-0.00995508;-0.006857686;-0.001161053;-0.000551891;-0.000861381;0.000156144;-0.003230667;-0.011457309;-0.017760847;-0.02614983;-0.030533297;-0.026757577;-0.0193934;-0.012485003;-0.003477341;1.16862E-05
12.7;56.06;2.18;59.1;28.9;29;0.677;2.33;122;6.43;42.8;0.492;0;0.0025;-0.004513803;-0.010312019;-0.00576322;-0.008036222;-0.004582982;-0.010118326;-0.007005003;-0.001301792;-0.000703009;-0.001218775;7.74048E-05;-0.003256746;-0.011297986;-0.017636657;-0.025942206;-0.030299634;-0.02653351;-0.01922455;-0.012370505;-0.003579636;-6.37455E-05
12.7;60.17;2.63;74.8;28.4;29.3;1.01;2.41;125;5.68;41.2;0.644;0;0.0025;-0.001220924;-0.007869162;-0.003003162;-0.006081567;-0.002667366;-0.009297291;-0.00692627;-0.000649221;-1.69774E-05;-0.000420585;-0.000612342;-0.00372292;-0.010248493;-0.015314909;-0.022180239;-0.025942368;-0.023093382;-0.017235648;-0.01122257;-0.003817094;-0.000765668
11.8;52.92;2.66;65.9;25.9;30.1;0.621;2.77;144;4.67;43.3;0.618;0;0.0025;-0.00245429;-0.00820191;-0.002953993;-0.005339194;-0.002496507;-0.008493466;-0.006155361;-0.000338647;0.000307538;0.000317719;-0.000274531;-0.00317552;-0.00991465;-0.015660156;-0.023090648;-0.027104368;-0.023892622;-0.017469252;-0.011234457;-0.003744022;-0.000484556
12.3;59.81;2.67;60.9;30.4;31.8;0.827;2.67;121;5.26;42.5;0.63;0;0.0025;-0.001808327;-0.008073364;-0.00305295;-0.005928376;-0.002853648;-0.009199379;-0.006846696;-0.000768394;-0.000128218;-0.00037902;-0.000531114;-0.003608526;-0.010283743;-0.015702823;-0.02285593;-0.026746692;-0.023721948;-0.01758584;-0.011425173;-0.003923288;-0.000711501
12.4;57.55;2.31;63;29.2;30.3;0.769;2.77;114;4.83;42.7;0.629;0;0.0025;-0.001969049;-0.008155296;-0.003107279;-0.006027438;-0.003026571;-0.009280639;-0.006915656;-0.000897204;-0.000263603;-0.000533096;-0.000541705;-0.003615646;-0.010322243;-0.015848476;-0.023068156;-0.026995258;-0.023928925;-0.01772815;-0.011526911;-0.004012133;-0.000734154
12;31.35;2.38;67;28.1;30.4;0.709;2.45;133;6.2;42;0.542;0;0.0025;-0.003540484;-0.009380956;-0.004523787;-0.006825338;-0.003627516;-0.009429124;-0.006620952;-0.000798526;-0.000162156;-0.000435863;-5.74974E-05;-0.003213905;-0.010697136;-0.016703187;-0.024633275;-0.028823972;-0.025303977;-0.0183679;-0.011807346;-0.003553367;-0.000210174
12.2;39.02;2.81;63.9;26;30.8;0.759;2.07;120;7.12;42.5;0.52;0;0.0025;-0.003830897;-0.009987283;-0.005483433;-0.008233201;-0.004787764;-0.010611074;-0.007491894;-0.001516666;-0.000876661;-0.001551819;-0.000133573;-0.003545334;-0.011412799;-0.017548557;-0.025685515;-0.02994094;-0.02630397;-0.019181877;-0.012427644;-0.003780515;-0.000261996
13.4;68.35;2.28;64.3;41.2;27.2;0.606;2.72;117;4.54;41.5;0.501;0;0.002;-0.004570206;-0.010155415;-0.005445439;-0.007529794;-0.004110474;-0.009472921;-0.006432637;-0.000921507;-0.000362268;-0.000750143;0.000161284;-0.002988939;-0.010806406;-0.017128883;-0.025328407;-0.029681893;-0.02595713;-0.018730415;-0.011984633;-0.003433332;-6.6568E-06
11.7;37.28;2.21;62.3;21.5;30.5;1.08;2.38;135;5.39;42.3;0.637;0;0.003;-0.00094125;-0.007649278;-0.002756605;-0.00572721;-0.002500405;-0.009352064;-0.007104623;-0.000684047;2.5337E-06;-0.000247085;-0.000680159;-0.003871077;-0.010452095;-0.015455081;-0.022297839;-0.026030675;-0.023212055;-0.017392725;-0.011364637;-0.003876434;-0.000819351
13;31.09;2.3;60.9;30.2;29.5;1;2.39;124;4.33;41.7;0.452;0;0.0025;-0.004259865;-0.010494048;-0.006223219;-0.008276128;-0.004417856;-0.010433853;-0.00731622;-0.001360491;-0.00076906;-0.001300042;0.000068203;-0.003524411;-0.011830154;-0.017773775;-0.026042068;-0.030294579;-0.026636431;-0.019427473;-0.012589425;-0.003430721;-0.000022348
14.8;51.48;2.22;58.6;16.5;28.6;1.03;2.44;130;6.9;43.6;0.46;0;0.0025;-0.004072829;-0.010260713;-0.006019061;-0.007951001;-0.003851365;-0.009721177;-0.006730299;-0.000953763;-0.000438767;-0.000942641;0.00012;-0.00328523;-0.011231726;-0.016924964;-0.024927149;-0.029083353;-0.025560757;-0.018582992;-0.011975271;-0.003146659;0.000034251
13;48.33;2.22;64.2;35.2;29.7;0.972;2.42;124;5.34;40.9;0.493;0;0.0025;-0.003732662;-0.009967133;-0.00552223;-0.007742736;-0.00402694;-0.010011202;-0.007041584;-0.001085741;-0.000489774;-0.000969637;-1.33458E-05;-0.00343988;-0.011319856;-0.017093454;-0.025110342;-0.02926946;-0.025755249;-0.01878248;-0.012145463;-0.003415803;-0.000118294
12.8;47.6;2.19;67.1;35.3;30;0.612;2.75;142;5.88;42.3;0.595;0;0.0025;-0.003026837;-0.00869728;-0.003572206;-0.005783933;-0.002674393;-0.008392234;-0.005864187;-0.000210202;0.000378452;0.000287479;-6.99704E-05;-0.002931923;-0.009824916;-0.015657501;-0.02321572;-0.027290277;-0.023965694;-0.017362643;-0.011095373;-0.003461383;-0.000264449
12.6;65.49;2.22;70.3;23.8;28.2;0.945;2.57;132;4.38;41.3;0.47;0;0.0025;-0.004006932;-0.010049129;-0.005531467;-0.007430889;-0.003805545;-0.009788381;-0.00680813;-0.00092617;-0.000321885;-0.000651923;8.56069E-05;-0.003317636;-0.011326524;-0.017197404;-0.025326982;-0.02953902;-0.025950534;-0.018865196;-0.012159055;-0.003310991;-2.21563E-05
12.6;55.2;2.37;70.2;26.7;30.3;0.802;2.03;132;4.23;42.7;0.608;0;0.0025;-0.002259549;-0.008634072;-0.003867368;-0.00694761;-0.003518478;-0.009669285;-0.006938373;-0.000843241;-0.000215338;-0.000788188;-0.000389994;-0.00347642;-0.010356322;-0.01590963;-0.023297736;-0.027271507;-0.024083821;-0.017709032;-0.011456831;-0.00376464;-0.00055064
13;65.9;2.41;65.4;25.8;30;0.955;2.85;116;3.85;41;0.543;0;0.0025;-0.002959676;-0.009179275;-0.004461706;-0.006786342;-0.003339175;-0.009459046;-0.006792655;-0.000827236;-0.000229767;-0.000533299;-0.0001797;-0.003448475;-0.010803103;-0.01633074;-0.023968365;-0.027995817;-0.024713857;-0.01811833;-0.01172525;-0.003500051;-0.000306167
11.6;57.78;2.91;60.1;34.5;29.8;1.01;2.29;143;6.02;42.7;0.493;0;0.0025;-0.003412304;-0.009659891;-0.0051106;-0.007200563;-0.00376319;-0.009986687;-0.007145631;-0.001023122;-0.000358531;-0.000664693;-7.56627E-05;-0.003541875;-0.011452331;-0.017183578;-0.025214287;-0.0293417;-0.025832264;-0.0188646;-0.012207831;-0.003447625;-0.000163414
11.7;53.32;2.92;66.1;32.1;30.8;0.784;2.91;108;4.42;41;0.576;0;0.0025;-0.002718897;-0.008793745;-0.0038035;-0.006474839;-0.003522616;-0.009665874;-0.007109275;-0.001096544;-0.00043016;-0.000678178;-0.00036522;-0.003600725;-0.010817062;-0.016585598;-0.024239495;-0.028304787;-0.025007335;-0.018406432;-0.011959048;-0.003927964;-0.000533209
14.5;39.57;2.81;60.6;33.7;30.8;0.938;2.81;128;4.81;43.4;0.648;0;0.0025;-0.001355778;-0.007715113;-0.002777974;-0.005484428;-0.002001236;-0.008368267;-0.006204538;-0.00025395;0.000287216;5.06534E-05;-0.000523836;-0.003435434;-0.009676621;-0.014671758;-0.021360075;-0.025080957;-0.022314072;-0.016596878;-0.010766947;-0.003640467;-0.00070274
12.5;51.86;2.6;67.1;33.4;30.3;0.822;2.8;136;5.25;43.2;0.584;0;0.0025;-0.002617029;-0.008589301;-0.003606796;-0.0058633;-0.002718258;-0.008788704;-0.006350542;-0.000479623;0.000133646;4.61205E-05;-0.000217347;-0.003276433;-0.010252009;-0.015809836;-0.02328166;-0.027266707;-0.024052136;-0.017596982;-0.011327826;-0.00353064;-0.000374545
11.7;40.09;2.73;68.5;20.5;31;0.738;2.82;137;3.97;42.5;0.556;0;0.0025;-0.003085722;-0.008866361;-0.003811264;-0.005975553;-0.003004924;-0.008974442;-0.006417672;-0.000582617;6.71138E-05;1.72256E-05;-0.000134154;-0.003232799;-0.010472136;-0.016302917;-0.024040597;-0.028141439;-0.024760451;-0.018031526;-0.011597239;-0.003572377;-0.000296566
12.3;65.78;2.82;64.8;34.7;31.8;0.816;2.89;127;5.6;43.2;0.466;0;0.0025;-0.004297279;-0.010012064;-0.005338654;-0.007081825;-0.00372716;-0.00957808;-0.00662059;-0.00090765;-0.000300696;-0.00049673;0.000120353;-0.003195329;-0.011206679;-0.017296895;-0.025510598;-0.029798675;-0.026132533;-0.0189397;-0.012172636;-0.003362384;-1.23571E-05
12.3;36.53;2.67;72.8;29.5;31.8;0.761;2.21;121;4.63;41.3;0.516;0;0.0025;-0.003829083;-0.00991129;-0.005329725;-0.007930895;-0.004509253;-0.010312131;-0.007257934;-0.001334719;-0.000702921;-0.001281212;-0.000093681;-0.003453967;-0.011259264;-0.01735775;-0.025458634;-0.029704623;-0.026093706;-0.019007182;-0.012291599;-0.003702484;-0.000227881
12.3;49.53;2.13;64.8;24.9;30.2;0.831;2.14;122;7.26;42.3;0.623;0;0.0025;-0.001995704;-0.008455553;-0.003655549;-0.006869519;-0.003546224;-0.009841192;-0.007174555;-0.000992818;-0.000345082;-0.000915441;-0.000505587;-0.00363895;-0.010480541;-0.015981162;-0.023284659;-0.027227087;-0.024100218;-0.017817272;-0.011574927;-0.003912822;-0.000669313
13.7;59.41;2.99;63;35.9;30.7;1.08;2.96;137;6.61;42.3;0.455;0;0.0025;-0.003760852;-0.00982069;-0.005308892;-0.006858388;-0.003036193;-0.009061391;-0.006254465;-0.000453007;9.49007E-05;-0.000102152;0.000148166;-0.003155129;-0.010948565;-0.016479535;-0.02439053;-0.028493084;-0.025050355;-0.018183546;-0.01167418;-0.002980733;0.000057431
12.1;68.76;2.57;53.8;27.2;28.3;0.61;2.64;141;4.3;41.1;0.647;0;0.0025;-0.002058155;-0.007941468;-0.002653695;-0.00534518;-0.002384547;-0.008448706;-0.006086128;-0.000213385;0.000423917;0.000302405;-0.00036038;-0.003181666;-0.009659872;-0.015279923;-0.022509387;-0.026461536;-0.023364622;-0.017141413;-0.011029664;-0.003800307;-0.000585721
13.3;40.48;2.1;56.3;24.4;29.1;0.612;2.33;142;5.29;42.8;0.46;0;0.002;-0.005142619;-0.01059071;-0.005999436;-0.00779863;-0.00419279;-0.009538893;-0.006271901;-0.000841677;-0.000286648;-0.000683038;0.000337252;-0.002843962;-0.010984616;-0.017462257;-0.025888754;-0.030332189;-0.02644163;-0.018981574;-0.012089947;-0.003221796;0.000192568
12.6;48.92;2.33;65;32.7;29.6;0.828;2.87;106;6.03;41.8;0.51;0;0.0025;-0.003783914;-0.009795989;-0.005162644;-0.007466882;-0.004122693;-0.00998739;-0.007126168;-0.001267881;-0.000657448;-0.001044543;-9.33276E-05;-0.003467166;-0.011257533;-0.017228998;-0.02526813;-0.02947771;-0.02594196;-0.018935064;-0.012265367;-0.003661898;-0.000235352
10.2;54.24;2.87;65.1;30.8;32.8;0.795;2.76;141;3.82;44;0.634;0;0.003;-0.001670467;-0.007741222;-0.002487711;-0.005096172;-0.00257111;-0.009258666;-0.007017748;-0.000791295;-2.67792E-05;9.18615E-05;-0.000585906;-0.003745676;-0.010581809;-0.016150799;-0.023457207;-0.027393619;-0.024308179;-0.018055633;-0.011761305;-0.004113033;-0.000769206
11.5;59.34;2.56;62.2;27.4;30.2;0.956;2.48;136;4.35;43.6;0.617;0;0.0025;-0.00154787;-0.007964222;-0.003012583;-0.00575995;-0.002700645;-0.009305567;-0.007017146;-0.00075912;-7.16021E-05;-0.000227103;-0.00055783;-0.003739942;-0.010523957;-0.015807914;-0.02293789;-0.026786355;-0.023794608;-0.017696017;-0.01151885;-0.003872348;-0.000708724
11.9;38.78;2.39;66.2;32.4;29.4;0.751;2.35;129;5.98;43.1;0.466;0;0.0025;-0.00453889;-0.010352696;-0.005807976;-0.007884801;-0.004497465;-0.010302605;-0.007144031;-0.001337581;-0.000701291;-0.001113841;8.49914E-05;-0.003348077;-0.011583736;-0.017916966;-0.026313938;-0.030685503;-0.026886525;-0.019505138;-0.012573469;-0.003570616;-4.07166E-05
13.1;34.96;2.12;62.3;24.3;27.4;0.968;2.26;125;3.89;42.2;0.604;0;0.0025;-0.002002879;-0.008552902;-0.003864436;-0.006809416;-0.003253896;-0.009614886;-0.007009292;-0.000846813;-0.000238726;-0.000748663;-0.000434318;-0.003614717;-0.010496008;-0.015793707;-0.023006981;-0.026894564;-0.023832606;-0.017631354;-0.011443328;-0.003694547;-0.000569978
14.2;53.95;2.15;63.5;26;31.2;1.01;2.12;137;4.08;41.5;0.457;0;0.0025;-0.004149815;-0.010442052;-0.006231815;-0.008347057;-0.004204087;-0.010073263;-0.006953586;-0.001070401;-0.000525957;-0.001152223;0.00012365;-0.0033481;-0.011425415;-0.017223421;-0.025331572;-0.029525474;-0.025934419;-0.018859252;-0.012166535;-0.003221829;4.18052E-05
11.2;68.3;2.07;61.4;34.1;29.7;0.803;2.18;139;6.19;41.3;0.599;0;0.0025;-0.002296782;-0.008537662;-0.003606219;-0.00642438;-0.003320577;-0.00959668;-0.006966093;-0.000794928;-9.41746E-05;-0.000417309;-0.000369596;-0.003522891;-0.010563887;-0.016213128;-0.023744443;-0.027756443;-0.024507767;-0.018016765;-0.011662248;-0.003810062;-0.000525738
12.7;41.15;2.82;67.9;27.4;28.6;1.02;2.95;128;6.09;41.7;0.501;0;0.0025;-0.003323043;-0.009435376;-0.004767956;-0.006665541;-0.003168184;-0.009281327;-0.006589507;-0.000663939;-6.24616E-05;-0.000240184;-2.69973E-05;-0.003337394;-0.010957191;-0.016508173;-0.024331598;-0.028400924;-0.025025843;-0.018254708;-0.011776724;-0.003283177;-0.000137333
